BAE,DataID,Divisi,EfekEmiten_EBA,EfekEmiten_ETF,EfekEmiten_Obligasi,EfekEmiten_Saham,EfekEmiten_SPEI,Industri,SubIndustri,Email,Fax,id,JenisEmiten,KegiatanUsahaUtama,KodeDivisi,KodeEmiten,NamaEmiten,NPKP,NPWP,PapanPencatatan,Sektor,SubSektor,TanggalPencatatan,Telepon,Website,Status,Logo
PT. Raya Saham Registra,0,,False,False,False,True,False,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,Gita.TiffanyBoer@ai.astra.co.id,(021) 6530-4957,0,,Perdagangan Umum,,ASII,Astra International Tbk,,01.302.584.6-092.000,Utama,Perindustrian,Perusahaan Holding Multi Sektor,1990-04-04T00:00:00,(021) 508 43 888,www.astra.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASII.jpg
PT. Adimitra Jasa Korpora,0,,False,False,True,True,False,Asuransi,Asuransi Umum,HeadOffice@jastan.co.id,"021-5262539, 5262540",0,,Asuransi Non Jiwa Konvensional,,ASJT,Asuransi Jasa Tania Tbk,-,01.105.014.3-054.000,Utama,Keuangan,Asuransi,2003-12-23T00:00:00,021-5262529,www.jastan.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASJT.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Ritel Khusus,Ritel Otomotif,corporate.secretary@autopedia.id,(021) 6530 8822,0,,Bergerak dalam bidang perdagangan eceran mobil dan perusahaan holding bagi entitas perusahaan lelang dan gadai,,ASLC,PT Autopedia Sukses Lestari Tbk,,03.346.241.7-045.000,Pengembangan,Barang Konsumen Non-Primer,Perdagangan Ritel,2022-01-25T00:00:00,(021) 6530 8811,www.autopedia.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASLC.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Asuransi,Asuransi Umum,0,(62-21) 65311160 ,0,,Asuransi Kerugian,,ASMI,PT Asuransi Maximus Graha Persada Tbk.,,01.371.047.0-054.000,Utama,Keuangan,Asuransi,2014-01-16T00:00:00,(62-21) 65311150 ,www.kresnainsurance.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASMI.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,info@ansa-land.com,(62-21) 290 37545,0,,Bidang Real Estat,,ASPI,PT Andalan Sakti Primaindo Tbk.,,03.274.046.6-011.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2020-02-17T00:00:00,(62-21) 250 6789,www.ansa-land.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASPI.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@alam-sutera.com,252 5050,0,,Pengembang dan Pembangunan (Real Estate),,ASRI,ALAM SUTERA REALTY Tbk,,01.642.819.5.054.000,Utama,Properti & Real Estat,Properti & Real Estat,2007-12-18T00:00:00,252 3838,www.alamsuterarealty.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASRI.jpg
PT BSR Indonesia,0,,False,False,False,True,False,Asuransi,Asuransi Umum,yoyok.setio@ramayanains.com,3193 4825,0,,Asuransi Kerugian ,,ASRM,Asuransi Ramayana Tbk,,01.318.451.0-054.000,Pengembangan,Keuangan,Asuransi,1990-03-19T00:00:00,3193 7148 ,-,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASRM.jpg
,0,,False,False,True,True,False,Pengangkutan Darat Penumpang,Transportasi Jalanan,corporate.secretary@assarent.co.id,6530 8822,0,,"Bergerak di bidang jasa penyewaan kendaraan bermotor/alat transportasi darat, jual beli kendaraan bekas, jasa pengurusan transportasi/logistik dan jasa penyediaan juru mudi melalui Entitas Anak",,ASSA,Adi Sarana Armada Tbk,0,01.955.213.2-054.000,Pengembangan,Transportasi & Logistik,Transportasi,2012-11-12T00:00:00,6530 8811,www.assarent.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ASSA.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corscec.tpg@gmail.com,0,0,,Bergerak di bidang pengembang (Developer) Properti,,ATAP,PT Trimitra Prawara Goldland Tbk ,,72.802.757.4-434.001,Pengembangan,Properti & Real Estat,Properti & Real Estat,2020-12-11T00:00:00,+62251 8574836,www.trimitraprawaraland.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ATAP.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,,,corporate.secretary@anabatic.com,021-5229777,0,,"Sistem Integrasi Teknologi Informasi yang terdiri dari solusi sistem integrasi, layanan business process outsourcing, layanan teknologi informasi outsourcing, dan distribusi dan bisnis pendukungnya",,ATIC,PT Anabatic Technologies Tbk,,,UTAMA,"TRADE, SERVICES & INVESTMENT",COMPUTER AND SERVICES,2015-07-08T00:00:00,021-5229909,www.anabatic.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/ATIC.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Komponen Otomotif,Suku Cadang Otomotif,investor@component.astra.co.id,"(021)4603559,4603549,4607009,4607011",0,,Automotive and Components,,AUTO,Astra Otoparts Tbk,,01.345.243.8-054.000,Utama,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif,1998-06-15T00:00:00,"(021) 4603550, 4607025",http://www.component.astra.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/AUTO.jpg
PT. Bima Registra,0,,False,False,False,True,False,Barang Kimia,Barang Kimia Khusus,corsec@avianbrands.com,,0,,"Bergerak di bidang usaha industri dan perdagangan cat dan tinta cetak, pernis, lak, perekat/lem, mortar atau beton siap pakai",,AVIA,PT Avia Avian Tbk,,01.203.265.2-641.000,Utama,Barang Baku,Barang Baku,2021-12-08T00:00:00,031 - 8968000,www.avianbrands.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/AVIA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Perangkat Komputer,Perangkat Komputer,corporatesecretary@terra.co.id,+6221 22461001,0,,Perdagangan Besar Komputer dan Perlengkapan Komputer,,AXIO,PT Tera Data Indonusa Tbk,,027068709056000,Pengembangan,Teknologi,Perangkat Keras & Peralatan Teknologi,2022-07-20T00:00:00,+6221 22461001,www.terra.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/AXIO.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Material Konstruksi,Material Konstruksi,corpsec@agroyasalestari.com,021-3918838,0,,"Perdagangan Besar Aspal, Geosintetik dan Bungkil Kedelai (Soya Beans Meal).",,AYLS,PT Agro Yasa Lestari Tbk,,02.938.577.0-071.000,Pengembangan,Barang Baku,Barang Baku,2020-02-12T00:00:00,021-3918838,www.agroyasalestari.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/AYLS.jpg
PT BSR Indonesia,0,,False,False,False,True,False,Bank,Bank,bank@mncbank.co.id,3983-6700,0,,Perbankan,,BABP,PT Bank MNC Internasional Tbk.,,01.342.094.8-054.000,Pengembangan,Keuangan,Bank,2002-07-15T00:00:00,2980-5555,www.mncbank.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BABP.jpg
,0,,False,False,True,True,False,Bank,Bank,helpdesk.corpsec@bankcapital.co.id,(021)27938900,0,,Perbankan,,BACA,PT Bank Capital Indonesia Tbk,,01.341.893.4-054.000,Pengembangan,Keuangan,Bank,2007-10-04T00:00:00,(021)27938989,www.bankcapital.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BACA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Logam & Mineral,Baja & Besi,team_scb@yahoo.com,(62-21) 601-1933,0,,Industri pabrik besi baja lapis seng dan aluminium seng,,BAJA,Saranacentral Bajatama Tbk,0,01.640.914.6-073.000,Pengembangan,Barang Baku,Barang Baku,2011-12-21T00:00:00,(62-21) 628-8647,http://www.saranacentral.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAJA.jpg
,0,,False,False,True,True,False,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,corporate.secretary@balitower.co.id,(0361) 766059,0,,"Penyedia Menara Telekomunikasi, Jasa dan Jaringan Telekomunikasi ",,BALI,PT Bali Towerindo Sentra Tbk. ,,02.601.536.2-054.000,Utama,Infrastruktur,Telekomunikasi,2014-03-13T00:00:00,(0361) 767629,www.balitower.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BALI.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Bank,Bank,corsec@aladinbank.id,+62 21 3970 8007,0,,Perbankan,,BANK,PT Bank Aladin Syariah Tbk,,01.657.743.9-058.000,Pengembangan,Keuangan,Bank,2021-02-01T00:00:00,+62 21 3970 8008,www.aladinbank.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BANK.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corporatesecretary@bekasiasripemula.co.id,5687232 ,0,,Real Estate,,BAPA,Bekasi Asri Pemula Tbk,,01.635.426.8-054.000,Utama,Properti & Real Estat,Properti & Real Estat,2008-01-14T00:00:00,563 6913; 569 42191 ,www.bekasiasripemula.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAPA.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@bhaktiagung.com,0,0,,Properti (Real Estate Property),,BAPI,PT Bhakti Agung Propertindo Tbk.,,03.220.609.6-652.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2019-09-16T00:00:00,021 22797778,www.bhaktiagung.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAPI.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pakaian & Barang Mewah,Alas Kaki,id.corporate-secretary@bata.com,(021) 750-5354,0,,Industri Alas Kaki ,,BATA,Sepatu Bata Tbk,-,01.000.075.0-092.000,Utama,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1982-03-24T00:00:00,(021) 750-5353,www.bata.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BATA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Ritel Khusus,Ritel Barang Rumah Tangga,corpsec@masworkspace.co.id,(021) 2229 3755,0,,"Bergerak dalam bidang Perdagangan Besar Logam untuk Bahan Konstruksi, terutama Mur dan Baut",,BAUT,PT Mitra Angkasa Sejahtera Tbk,,03.262.438.9-037.000,Pengembangan,Barang Konsumen Non-Primer,Perdagangan Ritel,2022-01-28T00:00:00,(021) 2229 3554,www.masworkspace.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAUT.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Pariwisata & Rekreasi,Agen Perjalanan,office@bayubuanatravel.com,3459535,0,,Biro Perjalanan Wisata ,,BAYU,Bayu Buana Tbk,0,01.365.140.1-054.000,PENGEMBANGAN,Barang Konsumen Non-Primer,Jasa Konsumen,1989-10-30T00:00:00,23509999,http://www.bayubuanatravel.com  dan  http://www.bayubuanagroup.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BAYU.jpg
,0,,False,False,True,True,False,Bank,Bank,investor_relations@bca.co.id,021-23588300,0,,Jasa Perbankan ,,BBCA,PT Bank Central Asia Tbk.,,01.308.449.6-091.000,Utama,Keuangan,Bank,2000-05-31T00:00:00,021-23588000,www.bca.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBCA.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Bank,Bank,corsec@allobank.com,(021) 3841022; 3851023 ,0,,Perbankan,,BBHI,PT Allo Bank Indonesia Tbk,,01.593.252.8-046.000,Pengembangan,Keuangan,Bank,2015-08-12T00:00:00,021-7990671-021-79184705-021-79182387,www.allobank.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBHI.jpg
,0,,False,False,True,True,False,Bank,Bank,investor.relations@kbbukopin.com; corsec@kbbukopin.com,798-0625,0,,Perbankan,,BBKP,PT Bank KB Bukopin Tbk,S-1PKP/WPJ.19/KP.0103/2021,01.367.605.1-091.000,Utama,Keuangan,Bank,2006-07-10T00:00:00,798-8266,www.kbbukopin.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBKP.jpg
PT. EDI Indonesia,0,,False,False,False,True,False,Pembiayaan Konsumen,Pembiayaan Konsumen,"corporate.secretary@buanafinance.co.id
yohanna.octaviani@buanafinance.co.id",021-50806996,0,,Pembiayaan,,BBLD,Buana Finance Tbk,,01.363.699.8-054.000,Pengembangan,Keuangan,Jasa Pembiayaan,1990-05-07T00:00:00,021-50806969,www.buanafinance.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBLD.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Bank,Bank,corsec@bankmestika.co.id,061-4527324,0,,Jasa Perbankan,,BBMD,PT Bank Mestika Dharma Tbk.,-,01.100.435.5-123.000,Utama,Keuangan,Bank,2013-07-08T00:00:00,061-4525800,www.bankmestika.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBMD.jpg
,0,,False,False,True,True,False,Bank,Bank,bni@bni.co.id,021-2511961,0,,Perbankan & kegiatan usaha penunjang lainnya,,BBNI,PT Bank Negara Indonesia (Persero) Tbk,,01.001.606.1-093.000,Utama,Keuangan,Bank,1996-11-25T00:00:00,"021-2511946, 021-5728387",www.bni.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBNI.jpg
,0,,False,False,True,True,False,Bank,Bank,humas@bri.co.id; corsec@bri.co.id,021 - 5752010; 5700916,0,,Jasa Perbankan ,,BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,-,01.001.608.7-093.000,Utama,Keuangan,Bank,2003-11-10T00:00:00,021 - 575 1966,www.bri.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBRI.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,corpsec@bbr.co.id ,(021) 295 294 62 ,0,,Pelayaran,,BBRM,Pelayaran Nasional Bina Buana Raya Tbk,0,01.768.600.7-054.000 ,Utama,Energi,"Minyak, Gas & Batu Bara",2013-01-09T00:00:00,(021) 295 294 61 ,www.bbr.co.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBRM.jpg
PT. Sinartama Gunita,0,,False,False,False,True,False,Bank,Bank,cosec@bankbisnis.id,(62-22) 2501819,0,,Bank Umum Swasta Non Devisa,,BBSI,PT Krom Bank Indonesia Tbk,,01.104.936.8-441.000,Pengembangan,Keuangan,Bank,2020-09-07T00:00:00,"(62-22) 2501787, 2511900",www.bankbisnis.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBSI.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@bumibenowo.com,+62 31 566 2800,0,,Real Estate yang dimiliki sendiri atau disewa,,BBSS,PT Bumi Benowo Sukses Sejahtera Tbk,,01.441.228.2-613.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2020-04-15T00:00:00,+62 31 561 2227 / 565 2277,www.bumibenowo.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBSS.jpg
,0,,False,False,True,True,False,Bank,Bank,achmad.chaerul@btn.co.id,-,0,,Bergerak Dalam Bidang Usaha Perbankan,,BBTN,PT Bank Tabungan Negara (Persero) Tbk,-,01.001.609.5-093.000,Utama,Keuangan,Bank,2009-12-17T00:00:00,021-6336789,www.btn.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBTN.jpg
PT. Ficomindo Buana Registrar,0,,False,False,False,True,False,Bank,Bank,corsec@bankneo.co.id,-,0,,Perbankan,,BBYB,PT Bank Neo Commerce Tbk.,-,01.341.570.8-073.000 ,Utama,Keuangan,Bank,2015-01-13T00:00:00,021-27094950  021-27094951,http://www.bankneocommerce.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BBYB.jpg
PT BSR Indonesia,0,,False,False,True,True,False,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,corsec.mncfinancialservices@mncgroup.com,021-39836886,0,,Investment Company,,BCAP,MNC Kapital Indonesia Tbk,,01.911.968.4-054.000,Utama,Keuangan,Perusahaan Holding & Investasi,2001-06-08T00:00:00,021-29709700,www.mncfinancialservices.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BCAP.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Bank,Bank,-, 021 2926 1492 ,0,,Perbankan,,BCIC,PT Bank JTrust Indonesia Tbk. ,-, 01.343.070.7-054.000 ,Pengembangan,Keuangan,Bank,1997-06-25T00:00:00, 021 2926 1111 , www.jtrustbank.co.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BCIC.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@bumicitrapermai.com,(021) 3193 5557,0,,Property dan Real Estate,,BCIP,Bumi Citra Permai Tbk,,019698125054000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2009-12-11T00:00:00,(021) 391 6338,www.bumicitrapermai.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BCIP.jpg
,0,,False,False,True,True,False,Bank,Bank,corporate.secretary@danamon.co.id,(021) 80645033,0,,Jasa Perbankan ,,BDMN,PT Bank Danamon Indonesia Tbk,01.308.470.2-091.000,01.308.470.2-091.000,Utama,Keuangan,Bank,1989-12-06T00:00:00,(021) 80645000,http://www.danamon.co.id/,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BDMN.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Material Konstruksi,Material Konstruksi,corsec@berkahbetonsadaya.com,0,0,,"Bergerak dalam bidang Industri, Konstruksi, Perdagangan Besar dan Penggalian",,BEBS,PT Berkah Beton Sadaya Tbk,,90.266.986.0-439.000,Pengembangan,Barang Baku,Barang Baku,2021-03-10T00:00:00,+62 260 4551571,www.berkahbetonsadaya.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BEBS.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Makanan Olahan,Makanan Olahan,corporatesecretary@estikafood.com,021- 527 4289,0,,"Menjalankan usaha terintegrasi dalam kegiatan produksi dan distribusi makanan olahan yang termasuk namun tidak terbatas pada pengolahan danperdagangan sapi, ayam, ikan, frozen dough, agribisnis peternakan baik yang dilakukan melalui Perseroan maupun Perusahaan Anak.",,BEEF,PT Estika Tata Tiara Tbk.,S-11PKP/WPJ 22/KP.0703/2019,02.052.697.6-413.000,Pengembangan,Barang Konsumen Primer,Makanan & Minuman,2019-01-10T00:00:00,021-527 4257,www.kibif.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BEEF.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Bank,Bank,corporate.secretary@bankbanten.co.id,-,0,,Perbankan,,BEKS,PT Bank Pembangunan Daerah Banten Tbk.,,01.581.743.0-054.000,Pengembangan,Keuangan,Bank,2001-07-13T00:00:00,0254 - 7917346,www.bankbanten.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BEKS.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Aplikasi & Jasa Internet,Aplikasi & Jasa Internet,corp.sec@gdn-commerce.com,,0,,"Perdagangan eceran melalui media untuk barang campuran, aktivitas pengembangan aplikasi perdagangan melalui internet (e-commerce), portal web dan/atau platform digital dengan tujuan komersial",,BELI,PT Global Digital Niaga Tbk,,03.000.644.9-506.000,Utama,Teknologi,Perangkat Lunak & Jasa TI,2022-11-08T00:00:00,(0291) 431695,https://about.blibli.com/id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BELI.jpg
PT. Bima Registra,0,,False,False,False,True,False,Pakaian & Barang Mewah,Tekstil,corsec@trisula.com,0226613377,0,,Industri Tekstil dan perdagangan tekstil,,BELL,PT Trisula Textile Industries Tbk,,01.118.564.2-441.000,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,2017-10-03T00:00:00,0226613333,www.trisulatextile.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BELL.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Batu Bara,Distribusi Batu Bara,corpsec@batulicinnusantaramaritim.com,0,0,,Perseroan Menjalankan Usaha Dalam Bidang Transportasi Perairan Laut dan Sungai Di Indonesia Untuk Jasa Transportasi Batubara,,BESS,PT Batulicin Nusantara Maritim Tbk.,,03.153.905.9-734.000,Pengembangan,Energi,"Minyak, Gas & Batu Bara",2020-03-09T00:00:00,(0518) 71869,www.batulicinnusantaramaritim.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BESS.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corsec@befa.id,(021) 252-0087,0,,Pembangunan dan pengelolaan kawasan industri dan properti berikut seluruh sarana dan prasarana pendukungnya,,BEST,Bekasi Fajar Industrial Estate Tbk,0,01.342.157.3-413.001,Utama,Properti & Real Estat,Properti & Real Estat,2012-04-10T00:00:00,(021) 252-5334,www.befa.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BEST.jpg
,0,,False,False,True,True,False,Pembiayaan Konsumen,Pembiayaan Konsumen,corsec@bfi.co.id ,"(021) 2966 0757, 2966 58 ",0,,Pembiayaan,,BFIN,BFI Finance Indonesia Tbk,,01.316.111.2-091.000,Utama,Keuangan,Jasa Pembiayaan,1990-05-16T00:00:00,"(021) 2965 0300, 2965 0500 ",www.bfi.co.id ,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BFIN.jpg
PT. Datindo Entrycom,0,,False,False,False,True,False,Bank,Bank,corpsect@bankganesha.co.id,+6221-29109992,0,,Perbankan,,BGTG,PT Bank Ganesha Tbk.,,01.547.952.0-073.000,Pengembangan,Keuangan,Bank,2016-05-12T00:00:00,+6221-29109900 (Hunting),www.bankganesha.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BGTG.jpg
PT. Sharestar Indonesia,0,,False,False,False,True,False,Asuransi,Asuransi Jiwa,cs@bhaktimultiartha.co.id ,(+6221) 27098077,0,,Bergerak Dalam Bidang Konsultasi Manajemen dan Perusahaan Holding Bidang Keuangan,,BHAT,PT Bhakti Multi Artha Tbk.,,82.348.028.0-012.000,Pengembangan,Keuangan,Asuransi,2020-04-15T00:00:00,(+6221) 27097677,www.bhaktimultiartha.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BHAT.jpg
PT BSR Indonesia,0,,False,False,False,True,False,Perusahaan Holding Multi-sektor,Perusahaan Holding Multi-sektor,corsec.mnc-corporation@mncgroup.com,021-39836886,0,,Investment Company,,BHIT,PT MNC Asia Holding Tbk,,01.333.903.1-054.000,Utama,Perindustrian,Perusahaan Holding Multi Sektor,1997-11-24T00:00:00,021-29709700,www.mncgroup.com,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BHIT.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,corpsec@binakaryagroup.co.id,021-54360391 ,0,,"Pembangunan dan pengembangan, investasi, perdagangan, perindustrian, jasa dan angkutan",,BIKA,PT Binakarya Jaya Abadi Tbk.,,02.706.906.1-013.000,Pengembangan,Properti & Real Estat,Properti & Real Estat,2015-07-14T00:00:00,021-54360381 ,www.bpg.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BIKA.jpg
PT. Adimitra Jasa Korpora,0,,False,False,False,True,False,Peralatan Olah Raga & Barang Hobi,Peralatan Olah Raga & Barang Hobi,corsec@sepedabersamaindonesia.co.id,(+62-21) 3005 2622,0,,"Perdagangan Besar Alat Olahraga & Perdagangan Besar Alat Transportasi Darat (Bukan Mobil, Sepeda Motor, dan sejenisnya), Suku Cadang dan Perlengkapannya",,BIKE,PT Sepeda Bersama Indonesia Tbk,,83.308.799.2-411.000,Pengembangan,Barang Konsumen Non-Primer,Barang Rekreasi,2022-03-21T00:00:00,(+62-21) 3005 2633,www.sepedabersamaindonesia.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BIKE.jpg
PT. Sirca Datapro Perdana,0,,False,False,False,True,False,Pakaian & Barang Mewah,Alas Kaki,tax@primarindo.com,(021) 3148317,0,,Industri Alas Kaki ,,BIMA,Primarindo Asia Infrastructure Tbk,,01.465.268.9-054.000,Pengembangan,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,1994-08-30T00:00:00,(022) 7560555,0,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BIMA.jpg
PT. Raya Saham Registra,0,,False,False,False,True,False,Bank,Bank,corp_sec@bankina.co.id,021 2525117,0,,Perbankan,,BINA,PT Bank Ina Perdana Tbk.,,01.355.640.2-054.000,Utama,Keuangan,Bank,2014-01-16T00:00:00,021 2525678,www.bankina.co.id,0,/Portals/0/StaticData/ListedCompanies/LogoEmiten/BINA.jpg
